,Date,BranchLocation,C&FAgent,ProductCategory,ProductCode,Sales,InitialInventory,UnitsOrdered,DemandForecast,SellingPrice,Month_Year,Sales_lag,InitialInventory_lag,UnitsOrdered_lag
13392,2006-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24002,45,0,3420,0,60.37,August 2006,0.0,0.0,1008.0
13393,2006-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24002,0,414,2475,0,63.80667578659371,September 2006,45.0,0.0,3420.0
13394,2006-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24002,99,0,549,133,60.63,October 2006,0.0,414.0,2475.0
13395,2006-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24002,90,0,3690,62,60.4,November 2006,99.0,0.0,549.0
13396,2006-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24002,135,1881,405,67,60.59,December 2006,90.0,0.0,3690.0
13397,2004-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,650,75,21700,428,27.18,January 2004,,,
13398,2004-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,700,1975,9750,325,23.53,February 2004,650.0,75.0,21700.0
13399,2004-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,2400,15275,233,30.53861111111111,March 2004,700.0,1975.0,9750.0
13400,2004-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,2225,37750,101,30.53861111111111,April 2004,0.0,2400.0,15275.0
13401,2004-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,2875,62300,1088,30.53861111111111,May 2004,0.0,2225.0,37750.0
13402,2004-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,125,0,45550,294,26.6,June 2004,0.0,2875.0,62300.0
13403,2004-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,2000,24425,210,30.53861111111111,July 2004,125.0,0.0,45550.0
13404,2004-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,1900,24325,183,30.53861111111111,August 2004,0.0,2000.0,24425.0
13405,2004-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,500,56225,1188,30.53861111111111,September 2004,0.0,1900.0,24325.0
13406,2004-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,14200,64975,1154,30.53861111111111,October 2004,0.0,500.0,56225.0
13407,2004-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,100,14575,54225,528,27.79,November 2004,0.0,14200.0,64975.0
13408,2004-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,100,43725,34075,1184,28.19,December 2004,100.0,14575.0,54225.0
13409,2005-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,43500,5850,81,30.53861111111111,January 2005,100.0,43725.0,34075.0
13410,2005-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,39375,36225,900,30.53861111111111,February 2005,0.0,43500.0,5850.0
13411,2005-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,42300,31050,1100,30.53861111111111,March 2005,0.0,39375.0,36225.0
13412,2005-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,40575,41200,1800,30.53861111111111,April 2005,0.0,42300.0,31050.0
13413,2005-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,12875,15475,1521,30.53861111111111,May 2005,0.0,40575.0,41200.0
13414,2005-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,125,575,61750,0,27.98,June 2005,0.0,12875.0,15475.0
13415,2005-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,14175,89350,0,30.53861111111111,July 2005,125.0,575.0,61750.0
13416,2005-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,125,51975,37100,0,28.29,August 2005,0.0,14175.0,89350.0
13417,2005-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,18575,15940,0,30.53861111111111,September 2005,125.0,51975.0,37100.0
13418,2005-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,50,25540,25900,0,28.36,October 2005,0.0,18575.0,15940.0
13419,2005-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,50,25290,4350,0,28.52,November 2005,50.0,25540.0,25900.0
13420,2005-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,125,15775,15475,216,27.99,December 2005,50.0,25290.0,4350.0
13421,2006-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,1975,11100,48900,107,28.02,January 2006,125.0,15775.0,15475.0
13422,2006-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,150,27975,56725,194,28.48,February 2006,1975.0,11100.0,48900.0
13423,2006-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,100,34250,50225,169,28.62,March 2006,150.0,27975.0,56725.0
13424,2006-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,53250,32300,250,30.53861111111111,April 2006,100.0,34250.0,50225.0
13425,2006-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,625,24075,52000,0,28.42,May 2006,0.0,53250.0,32300.0
13426,2006-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,500,25425,55400,69,27.96,June 2006,625.0,24075.0,52000.0
13427,2006-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,43175,50025,609,30.53861111111111,July 2006,500.0,25425.0,55400.0
13428,2006-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,125,55175,38950,162,28.39,August 2006,0.0,43175.0,50025.0
13429,2006-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,17375,38125,0,30.53861111111111,September 2006,125.0,55175.0,38950.0
13430,2006-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,27225,15425,1382,30.53861111111111,October 2006,0.0,17375.0,38125.0
13431,2006-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,0,18450,22925,140,30.53861111111111,November 2006,0.0,27225.0,15425.0
13432,2006-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,24080,250,22100,26400,461,28.07,December 2006,0.0,18450.0,22925.0
13433,2004-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,576,6042,9234,31,82.2,January 2004,,,
13434,2004-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,552,960,24636,830,81.86,February 2004,576.0,6042.0,9234.0
13435,2004-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,210,972,24416,237,82.04,March 2004,552.0,960.0,24636.0
13436,2004-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,60,5160,9648,407,81.94,April 2004,210.0,972.0,24416.0
13437,2004-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,270,5178,26358,523,82.07,May 2004,60.0,5160.0,9648.0
13438,2004-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,468,2850,9234,155,93.16,June 2004,270.0,5178.0,26358.0
13439,2004-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,150,1158,15162,305,82.34,July 2004,468.0,2850.0,9234.0
13440,2004-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,330,3786,12654,222,93.27,August 2004,150.0,1158.0,15162.0
13441,2004-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,282,2190,19182,336,93.45,September 2004,330.0,3786.0,12654.0
13442,2004-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,390,2400,21360,413,93.45,October 2004,282.0,2190.0,19182.0
13443,2004-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,288,5148,7362,370,93.26,November 2004,390.0,2400.0,21360.0
13444,2004-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,0,978,13826,408,107.2938665132336,December 2004,288.0,5148.0,7362.0
13445,2005-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,120,2,19542,192,84.11,January 2005,0.0,978.0,13826.0
13446,2005-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,210,0,20706,99,89.5,February 2005,120.0,2.0,19542.0
13447,2005-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,300,684,12366,197,117.9,March 2005,210.0,0.0,20706.0
13448,2005-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,642,72,24798,490,104.88,April 2005,300.0,684.0,12366.0
13449,2005-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,252,3312,20706,150,105.19,May 2005,642.0,72.0,24798.0
13450,2005-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,90,5400,21642,600,89.3,June 2005,252.0,3312.0,20706.0
13451,2005-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,360,7338,24540,141,105.03,July 2005,90.0,5400.0,21642.0
13452,2005-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,180,1482,13086,570,105.51,August 2005,360.0,7338.0,24540.0
13453,2005-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,450,2376,16998,217,104.5,September 2005,180.0,1482.0,13086.0
13454,2005-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,450,4416,16710,725,105.02,October 2005,450.0,2376.0,16998.0
13455,2005-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,318,1650,14454,212,104.9,November 2005,450.0,4416.0,16710.0
13456,2005-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,168,810,22320,260,104.99,December 2005,318.0,1650.0,14454.0
13457,2006-01-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,330,2952,17514,206,105.26,January 2006,168.0,810.0,22320.0
13458,2006-02-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,276,828,17652,275,105.14,February 2006,330.0,2952.0,17514.0
13459,2006-03-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,252,1944,18612,342,104.7,March 2006,276.0,828.0,17652.0
13460,2006-04-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,150,630,18480,609,105.08,April 2006,252.0,1944.0,18612.0
13461,2006-05-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,450,1428,29748,145,104.87,May 2006,150.0,630.0,18480.0
13462,2006-06-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,240,1956,22200,164,105.33,June 2006,450.0,1428.0,29748.0
13463,2006-07-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,60,2448,22002,468,90.96,July 2006,240.0,1956.0,22200.0
13464,2006-08-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,120,1920,15018,161,105.37,August 2006,60.0,2448.0,22002.0
13465,2006-09-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,168,762,18354,309,104.52,September 2006,120.0,1920.0,15018.0
13466,2006-10-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,90,1548,20988,262,104.69,October 2006,168.0,762.0,18354.0
13467,2006-11-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,240,4272,24336,343,104.81,November 2006,90.0,1548.0,20988.0
13468,2006-12-01,Indiana BRANCH,Indiana Agent1,Computers and Accessories,25900,0,3678,22428,457,107.2938665132336,December 2006,240.0,4272.0,24336.0
13469,2004-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,75,275,0,48,111.6324937027708,January 2004,,,
13470,2004-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,50,200,0,0,111.6324937027708,February 2004,75.0,275.0,0.0
13471,2004-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,200,150,525,0,111.6324937027708,March 2004,50.0,200.0,0.0
13472,2004-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,275,475,0,100,112.58,April 2004,200.0,150.0,525.0
13473,2004-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,100,200,50,200,112.8,May 2004,275.0,475.0,0.0
13474,2004-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,25,150,0,125,112.34,June 2004,100.0,200.0,50.0
13475,2004-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,0,150,300,207,111.6324937027708,July 2004,25.0,150.0,0.0
13476,2004-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,25,375,0,421,112.59,August 2004,0.0,150.0,300.0
13477,2004-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,50,375,0,26,106.59,September 2004,25.0,375.0,0.0
13478,2004-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,0,350,0,180,111.6324937027708,October 2004,50.0,375.0,0.0
13479,2004-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,25,350,0,0,108.47,November 2004,0.0,350.0,0.0
13480,2004-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,25,225,0,76,108.33,December 2004,25.0,350.0,0.0
13481,2005-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,300,225,0,100,108.61,January 2005,25.0,225.0,0.0
13482,2005-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,325,0,550,46,108.66,February 2005,300.0,225.0,0.0
13483,2005-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,0,225,0,0,111.6324937027708,March 2005,325.0,0.0,550.0
13484,2005-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,250,225,25,400,98.7,April 2005,0.0,225.0,0.0
13485,2005-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1900,0,1900,3500,92.1,May 2005,250.0,225.0,25.0
13486,2005-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,250,0,2875,4000,96.9,June 2005,1900.0,0.0,1900.0
13487,2005-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,475,2625,0,1648,96.66,July 2005,250.0,0.0,2875.0
13488,2005-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1375,2150,1650,2019,97.07,August 2005,475.0,2625.0,0.0
13489,2005-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1375,2425,500,4400,96.95,September 2005,1375.0,2150.0,1650.0
13490,2005-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,7425,4650,10275,6525,96.93,October 2005,1375.0,2425.0,500.0
13491,2005-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,8300,5000,6000,8372,97.2,November 2005,7425.0,4650.0,10275.0
13492,2005-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,3450,1350,2100,2933,103.7,December 2005,8300.0,5000.0,6000.0
13493,2006-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,2125,0,3650,3386,96.93,January 2006,3450.0,1350.0,2100.0
13494,2006-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,5100,3050,2600,6166,97.26,February 2006,2125.0,0.0,3650.0
13495,2006-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,5150,275,8475,2262,96.82,March 2006,5100.0,3050.0,2600.0
13496,2006-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,9700,7200,2500,5066,96.92,April 2006,5150.0,275.0,8475.0
13497,2006-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,4725,0,6550,2612,105.17,May 2006,9700.0,7200.0,2500.0
13498,2006-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,2575,1825,750,6097,117.2,June 2006,4725.0,0.0,6550.0
13499,2006-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,0,0,0,6416,111.6324937027708,July 2006,2575.0,1825.0,750.0
13500,2006-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,250,0,2250,3250,125.62,August 2006,0.0,0.0,0.0
13501,2006-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,3400,2000,2700,3779,125.71,September 2006,250.0,0.0,2250.0
13502,2006-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1300,1300,0,5157,125.84,October 2006,3400.0,2000.0,2700.0
13503,2006-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1100,0,2500,3346,132.21,November 2006,1300.0,1300.0,0.0
13504,2006-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,15645,1400,1400,0,4160,132.15,December 2006,1100.0,0.0,2500.0
13505,2004-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,20,200,0,0,101.2961726384365,January 2004,,,
13506,2004-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,180,0,0,101.2961726384365,February 2004,20.0,200.0,0.0
13507,2004-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,180,0,0,101.2961726384365,March 2004,0.0,180.0,0.0
13508,2004-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,0,0,0,101.2961726384365,April 2004,0.0,180.0,0.0
13509,2004-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,0,40,0,101.2961726384365,May 2004,0.0,0.0,0.0
13510,2004-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,June 2004,0.0,0.0,40.0
13511,2004-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,July 2004,0.0,40.0,0.0
13512,2004-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,August 2004,0.0,40.0,0.0
13513,2004-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,September 2004,0.0,40.0,0.0
13514,2004-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,October 2004,0.0,40.0,0.0
13515,2004-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,November 2004,0.0,40.0,0.0
13516,2004-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,40,0,0,101.2961726384365,December 2004,0.0,40.0,0.0
13517,2005-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,40,40,0,0,99.62,January 2005,0.0,40.0,0.0
13518,2005-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,0,0,0,101.2961726384365,February 2005,40.0,40.0,0.0
13519,2005-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,0,0,0,101.2961726384365,March 2005,0.0,0.0,0.0
13520,2005-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,60,0,100,0,84.77,April 2005,0.0,0.0,0.0
13521,2005-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,100,40,120,500,85.35,May 2005,60.0,0.0,100.0
13522,2005-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,140,60,160,111,85.42,June 2005,100.0,40.0,120.0
13523,2005-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,70,80,0,118,85.28,July 2005,140.0,60.0,160.0
13524,2005-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,40,10,140,17,89.76,August 2005,70.0,80.0,0.0
13525,2005-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,190,110,80,180,89.63,September 2005,40.0,10.0,140.0
13526,2005-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,310,0,840,346,90.04,October 2005,190.0,110.0,80.0
13527,2005-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,190,530,0,422,89.98,November 2005,310.0,0.0,840.0
13528,2005-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,320,340,0,181,90.08,December 2005,190.0,530.0,0.0
13529,2006-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,180,20,180,76,90.19,January 2006,320.0,340.0,0.0
13530,2006-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,40,20,20,0,89.9,February 2006,180.0,20.0,180.0
13531,2006-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,120,0,120,52,89.82,March 2006,40.0,20.0,20.0
13532,2006-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,120,0,120,0,89.61,April 2006,120.0,0.0,120.0
13533,2006-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,400,0,760,266,98.18,May 2006,120.0,0.0,120.0
13534,2006-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,380,360,20,272,98.17,June 2006,400.0,0.0,760.0
13535,2006-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,20,0,260,341,108.07,July 2006,380.0,360.0,20.0
13536,2006-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,140,240,0,125,108.3,August 2006,20.0,0.0,260.0
13537,2006-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,80,80,480,373,115.33,September 2006,140.0,240.0,0.0
13538,2006-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,480,480,0,461,115.21,October 2006,80.0,80.0,480.0
13539,2006-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,0,0,0,286,101.2961726384365,November 2006,480.0,480.0,0.0
13540,2006-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,16220,360,0,500,284,125.47,December 2006,0.0,0.0,0.0
13541,2004-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1040,720,2200,782,29.0887250996016,January 2004,,,
13542,2004-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2000,1960,0,1400,29.0887250996016,February 2004,1040.0,720.0,2200.0
13543,2004-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1880,0,2400,1054,29.0887250996016,March 2004,2000.0,1960.0,0.0
13544,2004-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,920,720,0,1488,25.78,April 2004,1880.0,0.0,2400.0
13545,2004-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1800,0,3000,1240,25.64,May 2004,920.0,720.0,0.0
13546,2004-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1200,400,6000,1620,26.09,June 2004,1800.0,0.0,3000.0
13547,2004-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2080,6000,2000,2200,26.07,July 2004,1200.0,400.0,6000.0
13548,2004-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2080,6000,2000,2200,25.83,July 2004,2080.0,6000.0,2000.0
13549,2004-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,720,5120,0,1582,27.24,August 2004,2080.0,6000.0,2000.0
13550,2004-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,5160,6900,0,4473,27.22,September 2004,720.0,5120.0,0.0
13551,2004-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,6760,1400,5200,3344,27.45,October 2004,5160.0,6900.0,0.0
13552,2004-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,400,0,400,1200,27.39,November 2004,6760.0,1400.0,5200.0
13553,2004-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,7520,0,12800,4790,27.07,December 2004,400.0,0.0,400.0
13554,2005-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2800,5080,0,1364,27.22,January 2005,7520.0,0.0,12800.0
13555,2005-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1280,0,2400,3400,27.11,February 2005,2800.0,5080.0,0.0
13556,2005-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1200,640,0,3400,27.12,March 2005,1280.0,0.0,2400.0
13557,2005-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1600,0,1640,2400,27.54,April 2005,1200.0,640.0,0.0
13558,2005-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,0,20,0,1100,29.0887250996016,May 2005,1600.0,0.0,1640.0
13559,2005-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,5480,40,10200,1708,27.0,June 2005,0.0,20.0,0.0
13560,2005-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2560,4360,0,2492,27.21,July 2005,5480.0,40.0,10200.0
13561,2005-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2520,1840,4000,7200,27.18,August 2005,2560.0,4360.0,0.0
13562,2005-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,6000,3560,3000,5262,26.96,September 2005,2520.0,1840.0,4000.0
13563,2005-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,3880,640,8000,11358,26.97,October 2005,6000.0,3560.0,3000.0
13564,2005-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2680,4400,5000,3440,27.33,November 2005,3880.0,640.0,8000.0
13565,2005-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,8600,6760,2400,8072,27.21,December 2005,2680.0,4400.0,5000.0
13566,2006-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2080,320,4000,5852,27.21,January 2006,8600.0,6760.0,2400.0
13567,2006-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1960,2080,0,2350,27.21,February 2006,2080.0,320.0,4000.0
13568,2006-03-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,3000,160,2000,2780,27.07,March 2006,1960.0,2080.0,0.0
13569,2006-04-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2000,0,2000,2762,27.48,April 2006,3000.0,160.0,2000.0
13570,2006-05-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,6400,0,6640,3228,27.03,May 2006,2000.0,0.0,2000.0
13571,2006-06-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,3920,40,6600,6366,27.31,June 2006,6400.0,0.0,6640.0
13572,2006-07-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1800,2720,2000,3110,27.05,July 2006,3920.0,40.0,6600.0
13573,2006-08-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,1800,2240,0,4498,27.38,August 2006,1800.0,2720.0,2000.0
13574,2006-09-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,8680,600,12960,12782,26.95,September 2006,1800.0,2240.0,0.0
13575,2006-10-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,2880,5040,0,4910,28.13,October 2006,8680.0,600.0,12960.0
13576,2006-11-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,6800,2240,4080,4512,28.45,November 2006,2880.0,5040.0,0.0
13577,2006-12-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,17240,7200,0,7200,8434,28.19,December 2006,6800.0,2240.0,4080.0
13578,2004-01-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,19875,660,120,600,462,105.4475128205128,January 2004,,,
13579,2004-02-01,Indiana BRANCH,Indiana Agent2,Computers and Accessories,19875,120,75,0,250,105.4475128205128,February 2004,660.0,120.0,600.0
